"","X.1","X","customer.id","Name.x","default","Personal.status","Present.residence.since","Present.employment.since","Job","age","Housing","Telephone","foreign.worker","Account.Status","Duration.in.Month","Savings.account.bonds","Property","Credit.history","Purpose","Credit.amount","Installment.rate","guarantors","Other.installment.plans","Number.of.existing.credits","liable.to.provide.maintenance"
"748",748,748,"NP-1832582","Naresj Patel",1,"male   : single",4,2,"skilled employee ",48,"own","yes","yes",10,9,50,"car or other","critical account"," New Car",2134,4,"none","none",3,1
"749",749,749,"NS-1850528","Neola Schneider",2,"female : divorced/separated",2,1,"skilled employee ",26,"own","yes","yes",50,48,80,"car or other","existing credits paid back duly till now","furniture/equipment",9960,1,"none","none",1,1
"750",750,750,"NS-1850582","Neola Schneider",1,"male   : single",2,4,"management",32,"for free","yes","yes",10,18,90,"","existing credits paid back duly till now","radio/television",1505,4,"none","none",1,1
"751",751,751,"NW-1840082","Natalie Webber",1,"female : divorced/separated",2,4,"unskilled ",25,"own","none","yes",20,15,490,"real estate","existing credits paid back duly till now","repairs",2631,3,"none","none",1,1
"752",752,752,"NZ-18565139","Nick Zandusky",1,"female : divorced/separated",4,4,"skilled employee ",40,"own","none","yes",10,11,2500,"car or other","critical account"," New Car",1322,4,"none","none",2,1
"753",753,753,"NZ-1856545","Nick Zandusky",2,"male   : single",3,1,"skilled employee ",34,"own","none","yes",0,42,70,"car or other","existing credits paid back duly till now","radio/television",3965,4,"none","none",1,1
"754",754,754,"NZ-1856558","Nick Zandusky",1,"female : divorced/separated",3,1,"skilled employee ",23,"rent","none","yes",10,10,80,"real estate","critical account","furniture/equipment",2146,1,"none","none",2,1
"755",755,755,"NZ-185657","Nick Zandusky",2,"female : divorced/separated",1,1,"skilled employee ",44,"own","yes","yes",10,24,0,"car or other","existing credits paid back duly till now","radio/television",5943,1,"none","none",2,1
"756",756,756,"ON-1871545","Odella Nelson",1,"male   : single",4,8,"skilled employee ",36,"own","none","yes",150,36,70,"real estate","critical account","radio/television",2337,4,"none","none",1,1
"757",757,757,"ON-1871582","Odella Nelson",2,"female : divorced/separated",2,0,"management",26,"own","yes","yes",10,36,90,"car or other","existing credits paid back duly till now","furniture/equipment",10974,4,"none","none",2,1
"758",758,758,"OT-18730120","Olvera Toch",2,"female : divorced/separated",4,1,"skilled employee ",28,"rent","none","yes",10,24,900,"car or other","existing credits paid back duly till now","Used Car",4113,3,"none","none",1,1
"759",759,759,"PA-9060117","Pete Armstrong",1,"male   : single",2,3,"skilled employee ",32,"own","yes","yes",10,6,700,"car or other","existing credits paid back duly till now","furniture/equipment",2978,1,"none","none",1,1
"760",760,760,"PB-1880593","Patrick Bzostek",1,"male   : single",4,0,"management",75,"for free","yes","yes",0,24,80,"","critical account","Used Car",6615,2,"none","none",2,1
"761",761,761,"PB-191057","Peter Bühler",2,"female : divorced/separated",4,10,"skilled employee ",35,"for free","none","yes",0,6,90,"","all credits at this bank paid back duly","education",1198,4,"none","none",1,1
"762",762,762,"PB-19210127","Phillip Breyer",1,"male   : single",3,1,"unskilled ",48,"rent","none","no",0,10,50,"real estate","critical account"," New Car",2241,1,"none","none",2,2
"763",763,763,"PB-192107","Phillip Breyer",1,"male   : single",1,6,"skilled employee ",41,"own","yes","yes",50,48,90,"car or other","existing credits paid back duly till now","radio/television",3979,4,"none","none",2,2
"764",764,764,"PC-18745102","Pamela Coakley",1,"male   : single",4,4,"skilled employee ",34,"own","yes","yes",10,36,90,"car or other","critical account","Used Car",5800,3,"none","none",2,1
"765",765,765,"PC-19000120","Pauline Chand",2,"male   : divorced/separated",4,10,"management",45,"own","yes","no",0,14,80,"life insurance","existing credits paid back duly till now"," New Car",8978,1,"none","none",1,1
"766",766,766,"PC-1900048","Pauline Chand",1,"male   : single",4,10,"skilled employee ",44,"for free","none","yes",10,24,90,"","critical account","repairs",5507,3,"none","none",2,1
"767",767,767,"PC-1900078","Pauline Chand",1,"male   : single",2,3,"management",32,"for free","yes","yes",10,36,90,"","existing credits paid back duly till now","Used Car",4686,2,"none","none",1,1
"768",768,768,"PF-1912027","Peter Fuller",1,"female : divorced/separated",1,2,"skilled employee ",22,"own","yes","yes",100,12,50,"car or other","existing credits paid back duly till now","radio/television",1567,1,"none","none",1,1
"769",769,769,"PF-1916545","Philip Fox",2,"male   : married/widowed",2,4,"skilled employee ",33,"rent","none","no",0,20,90,"life insurance","critical account"," New Car",2235,4,"guarantor","Bank",2,1
"770",770,770,"PG-1889582","Paul Gonzalez",2,"male   : single",1,3,"unskilled ",34,"own","none","yes",250,18,90,"real estate","existing credits paid back duly till now","furniture/equipment",2864,2,"none","none",1,2
"771",771,771,"PJ-1883564","Patrick Jones",1,"female : divorced/separated",4,2,"skilled employee ",28,"rent","none","yes",0,15,50,"car or other","existing credits paid back duly till now"," New Car",1403,2,"none","none",1,1
"772",772,772,"PJ-19015139","Pauline Johnson",1,"male   : single",3,10,"skilled employee ",41,"own","yes","yes",10,21,90,"life insurance","existing credits paid back duly till now","radio/television",3160,4,"none","none",1,1
"773",773,773,"PK-1891082","Paul Knutson",1,"male   : single",2,10,"skilled employee ",37,"own","none","yes",10,36,90,"life insurance","existing credits paid back duly till now","business",7409,3,"none","none",2,1
"774",774,774,"PK-190757","Pete Kriz",1,"male   : single",2,3,"skilled employee ",32,"own","none","yes",10,9,80,"real estate","existing credits paid back duly till now","radio/television",2697,1,"none","none",1,2
"775",775,775,"PL-1892527","Paul Lucas",1,"female : divorced/separated",1,1,"skilled employee ",32,"own","yes","yes",20,27,90,"life insurance","existing credits paid back duly till now","business",2528,4,"none","none",1,2
"776",776,776,"PL-1892545","Paul Lucas",1,"male   : single",4,10,"skilled employee ",36,"own","none","yes",10,30,90,"real estate","critical account"," New Car",2181,4,"none","none",2,1
"777",777,777,"PL-1892588","Paul Lucas",1,"female : divorced/separated",4,10,"skilled employee ",57,"rent","yes","yes",0,30,1500,"life insurance","existing credits paid back duly till now","furniture/equipment",3622,4,"none","none",2,1
"778",778,778,"PM-1894045","Paul MacIntyre",1,"male   : single",3,8,"skilled employee ",47,"own","yes","yes",10,15,700,"life insurance","existing credits paid back duly till now","radio/television",1213,4,"none","stores",1,1
"779",779,779,"PM-1894059","Paul MacIntyre",2,"female : divorced/separated",2,2,"skilled employee ",25,"own","yes","yes",10,36,80,"real estate","critical account"," New Car",7855,4,"none","stores",2,1
"780",780,780,"PM-191357","Peter McVee",1,"male   : single",3,0,"management",31,"own","none","yes",10,9,80,"car or other","critical account","furniture/equipment",2406,2,"none","none",1,1
"781",781,781,"PM-913560","Peter McVee",1,"male   : single",4,10,"skilled employee ",20,"own","none","yes",10,9,80,"car or other","existing credits paid back duly till now","furniture/equipment",1313,1,"none","none",1,1
"782",782,782,"PN-1877527","Parhena Norris",2,"male   : single",3,10,"skilled employee ",35,"own","none","yes",0,12,90,"life insurance","critical account"," New Car",691,4,"none","none",2,1
"783",783,783,"PO-1885045","Patrick O'Brill",1,"male   : single",4,10,"management",34,"own","yes","yes",10,36,90,"car or other","critical account"," New Car",6614,4,"none","none",2,1
"784",784,784,"PO-18865139","Patrick O'Donnell",1,"male   : single",2,2,"skilled employee ",27,"own","none","yes",0,24,50,"car or other","existing credits paid back duly till now","furniture/equipment",4020,2,"none","stores",1,1
"785",785,785,"PO-1886545","Patrick O'Donnell",1,"male   : single",3,4,"management",30,"own","yes","yes",0,18,150,"car or other","existing credits paid back duly till now"," New Car",2249,4,"none","none",1,2
"786",786,786,"PO-1918011","Philisse Overcash",2,"male   : single",4,7,"skilled employee ",39,"for free","yes","yes",0,48,90,"","existing credits paid back duly till now","Used Car",10297,4,"none","stores",3,2
"787",787,787,"PO-19195120","Phillina Ober",1,"male   : single",2,3,"skilled employee ",30,"own","none","yes",10,12,80,"real estate","existing credits paid back duly till now","radio/television",707,4,"none","Bank",2,1
"788",788,788,"PO-1919527","Phillina Ober",2,"male   : single",4,10,"management",42,"for free","none","yes",0,48,90,"","existing credits paid back duly till now"," New Car",7763,4,"none","Bank",1,1
"789",789,789,"PO-191957","Phillina Ober",1,"male   : single",4,10,"skilled employee ",52,"own","none","yes",10,12,80,"real estate","critical account","radio/television",717,4,"none","none",3,1
"790",790,790,"PO-8850117","Patrick O'Brill",1,"female : divorced/separated",1,4,"skilled employee ",26,"own","none","yes",10,30,90,"car or other","existing credits paid back duly till now","radio/television",1715,4,"none","none",1,1
"791",791,791,"PO-919586","Phillina Ober",1,"male   : single",2,7,"skilled employee ",33,"own","none","yes",10,15,90,"car or other","existing credits paid back duly till now","Used Car",3029,2,"none","none",1,1
"792",792,792,"PR-1888082","Patrick Ryan",2,"female : divorced/separated",4,1,"unskilled ",25,"own","none","yes",10,24,90,"car or other","critical account","furniture/equipment",4736,2,"none","Bank",1,1
"793",793,793,"PS-1876048","Pamela Stobb",1,"male   : single",4,10,"management",36,"own","yes","yes",10,21,90,"car or other","critical account","Used Car",3275,1,"none","none",1,1
"794",794,794,"PS-1876059","Pamela Stobb",1,"female : divorced/separated",4,5,"unskilled ",39,"own","yes","yes",0,6,1500,"real estate","critical account"," New Car",666,3,"none","none",2,1
"795",795,795,"PS-18970118","Paul Stevenson",2,"female : divorced/separated",1,3,"skilled employee ",30,"own","none","yes",50,9,90,"life insurance","existing credits paid back duly till now","furniture/equipment",918,4,"none","none",1,1
"796",796,796,"PS-1897028","Paul Stevenson",2,"male   : single",2,10,"skilled employee ",42,"own","none","yes",0,36,80,"car or other","existing credits paid back duly till now","furniture/equipment",3446,4,"none","none",1,2
"797",797,797,"PS-189707","Paul Stevenson",1,"female : divorced/separated",4,3,"skilled employee ",22,"rent","none","no",0,24,90,"car or other","all credits at this bank paid back duly","Used Car",3632,1,"guarantor","Bank",1,1
"798",798,798,"PS-1904518","Penelope Sewall",1,"male   : single",4,10,"unskilled ",64,"rent","none","yes",0,24,90,"real estate","existing credits paid back duly till now","radio/television",2384,4,"none","Bank",1,1
"799",799,799,"PS-1904527","Penelope Sewall",2,"male   : divorced/separated",4,3,"management",44,"rent","yes","yes",0,6,80,"real estate","critical account","furniture/equipment",3384,1,"none","none",1,1
"800",800,800,"PV-1898518","Paul Van Hugh",2,"female : divorced/separated",3,4,"management",30,"own","yes","yes",0,42,0,"car or other","existing credits paid back duly till now","radio/television",7174,4,"none","none",1,1
"801",801,801,"PV-898522","Paul Van Hugh",2,"male   : single",3,4,"skilled employee ",42,"own","none","yes",0,18,90,"car or other","existing credits paid back duly till now","furniture/equipment",4153,2,"co-applicant","none",1,1
"802",802,802,"PW-19030139","Pauline Webber",1,"male   : divorced/separated",2,3,"skilled employee ",32,"own","none","yes",0,30,90,"real estate","all credits paid back duly","furniture/equipment",4583,2,"guarantor","none",2,1
"803",803,803,"QJ-1925527","Quincy Jones",2,"male   : married/widowed",2,3,"skilled employee ",33,"own","none","yes",50,18,80,"car or other","critical account","radio/television",1245,4,"none","none",1,1
"804",804,804,"QJ-1925564","Quincy Jones",2,"female : divorced/separated",2,3,"management",28,"own","yes","yes",10,36,90,"car or other","existing credits paid back duly till now","furniture/equipment",3349,4,"none","none",1,1
"805",805,805,"RA-1988527","Ruben Ausman",1,"male   : married/widowed",3,1,"skilled employee ",25,"rent","none","yes",50,18,700,"real estate","existing credits paid back duly till now","radio/television",3213,1,"none","none",1,1
"806",806,806,"RA-199157","Russell Applegate",1,"male   : single",3,6,"unskilled ",31,"own","yes","yes",20,36,400,"life insurance","delay in paying off in the past","business",9857,1,"none","none",2,2
"807",807,807,"RA-1994545","Ryan Akin",1,"male   : single",2,2,"skilled employee ",30,"own","none","yes",0,12,80,"life insurance","critical account"," New Car",2121,4,"none","none",2,1
"808",808,808,"RB-19330120","Randy Bradley",2,"male   : single",4,10,"skilled employee ",35,"for free","yes","yes",0,12,80,"","existing credits paid back duly till now","Used Car",3386,3,"none","none",1,1
"809",809,809,"RB-1933045","Randy Bradley",1,"male   : single",3,0,"unemployed",68,"for free","yes","yes",190,16,80,"car or other","critical account"," New Car",1175,2,"none","none",3,1
"810",810,810,"RB-1933082","Randy Bradley",1,"female : divorced/separated",4,10,"unskilled ",48,"rent","yes","yes",10,18,90,"real estate","critical account","radio/television",1795,3,"guarantor","Bank",2,1
"811",811,811,"RB-193607","Raymond Buch",1,"female : divorced/separated",4,4,"skilled employee ",28,"rent","yes","yes",10,24,2500,"car or other","existing credits paid back duly till now","Used Car",2603,2,"none","none",1,1
"812",812,812,"RB-1943559","Richard Bierner",1,"male   : single",2,4,"skilled employee ",22,"own","none","yes",10,15,490,"real estate","existing credits paid back duly till now","repairs",1514,4,"guarantor","none",1,1
"813",813,813,"RB-19570120","Rob Beeghly",2,"female : divorced/separated",2,0,"skilled employee ",33,"own","none","yes",0,18,80,"car or other","existing credits paid back duly till now","furniture/equipment",1131,4,"none","none",1,1
"814",814,814,"RB-1979518","Ross Baird",1,"male   : single",1,5,"skilled employee ",25,"own","yes","yes",10,24,80,"real estate","existing credits paid back duly till now","business",1258,4,"none","none",1,1
"815",815,815,"RB-943575","Richard Bierner",2,"male   : single",3,10,"skilled employee ",30,"own","none","yes",50,18,90,"real estate","critical account"," New Car",1056,3,"guarantor","Bank",2,1
"816",816,816,"RB-9465108","Rick Bensley",1,"female : divorced/separated",3,3,"unskilled ",35,"own","none","yes",10,12,700,"real estate","all credits at this bank paid back duly","retraining",3447,4,"none","none",1,2
"817",817,817,"RC-19825139","Roy Collins",1,"male   : single",1,1,"unskilled ",37,"own","none","yes",10,12,90,"life insurance","critical account","education",3565,2,"none","none",2,2
"818",818,818,"RD-19585120","Rob Dowd",1,"male   : single",3,1,"skilled employee ",36,"own","none","yes",0,15,80,"real estate","existing credits paid back duly till now"," New Car",1721,2,"none","none",1,1
"819",819,819,"RD-1958514","Rob Dowd",1,"male   : single",2,4,"unskilled ",37,"own","none","yes",20,9,90,"real estate","existing credits paid back duly till now","radio/television",2118,2,"none","none",1,2
"820",820,820,"RD-1993092","Russell D'Ascenzo",2,"male   : single",2,0,"management",30,"own","none","yes",0,24,80,"car or other","existing credits paid back duly till now","radio/television",1823,4,"none","stores",1,2
"821",821,821,"RE-1945036","Richard Eichhorn",2,"female : divorced/separated",4,1,"skilled employee ",26,"rent","none","yes",0,18,90,"life insurance","all credits paid back duly","furniture/equipment",3114,1,"none","none",1,1
"822",822,822,"RF-19345120","Randy Ferguson",2,"male   : single",2,1,"unskilled ",23,"own","none","yes",50,24,80,"real estate","existing credits paid back duly till now"," New Car",1246,4,"none","stores",1,1
"823",823,823,"RF-197357","Roland Fjeld",2,"male   : single",2,2,"skilled employee ",30,"own","none","yes",190,12,80,"car or other","existing credits paid back duly till now","repairs",639,4,"none","none",1,1
"824",824,824,"RH-9495111","Rick Hansen",2,"male   : single",4,2,"skilled employee ",53,"for free","none","yes",0,24,50,"","delay in paying off in the past"," New Car",4870,3,"none","none",2,2
"825",825,825,"RH-9555129","Ritsa Hightower",1,"male   : single",4,8,"skilled employee ",53,"own","none","yes",10,24,0,"life insurance","critical account","radio/television",2424,4,"none","none",2,1
"826",826,826,"RH-960038","Rob Haberlin",1,"male   : single",2,1,"unskilled ",32,"own","yes","yes",10,27,2500,"real estate","critical account","furniture/equipment",4526,4,"none","stores",2,2
"827",827,827,"RK-1930018","Ralph Kennedy",2,"male   : single",4,10,"skilled employee ",43,"rent","yes","yes",0,12,90,"life insurance","critical account"," New Car",4843,3,"co-applicant","none",2,1
"828",828,828,"RK-1930082","Ralph Kennedy",1,"female : divorced/separated",1,4,"skilled employee ",23,"own","none","yes",0,12,90,"car or other","existing credits paid back duly till now","radio/television",1498,4,"none","Bank",1,1
"829",829,829,"RL-196157","Rob Lucas",1,"female : divorced/separated",2,3,"unskilled ",44,"rent","yes","yes",250,12,80,"car or other","existing credits paid back duly till now","radio/television",1881,2,"none","none",1,1
"830",830,830,"RM-1937558","Raymond Messe",1,"female : divorced/separated",2,1,"skilled employee ",29,"own","none","yes",10,12,70,"car or other","existing credits paid back duly till now","radio/television",2171,2,"none","Bank",1,1
"831",831,831,"RO-1978027","Rose O'Brian",1,"female : divorced/separated",2,4,"skilled employee ",61,"own","none","yes",10,12,0,"car or other","critical account","education",2012,4,"none","none",1,1
"832",832,832,"RO-97803","Rose O'Brian",1,"male   : single",2,6,"skilled employee ",38,"own","none","yes",10,30,90,"car or other","critical account","radio/television",5954,3,"co-applicant","none",1,1
"833",833,833,"RP-1927045","Rachel Payne",1,"male   : married/widowed",4,1,"skilled employee ",26,"rent","yes","yes",10,12,0,"car or other","existing credits paid back duly till now","Used Car",2445,2,"none","none",1,1
"834",834,834,"RP-192707","Rachel Payne",1,"female : divorced/separated",1,4,"unskilled ",41,"own","none","yes",150,42,70,"real estate","critical account","business",5954,2,"none","Bank",2,1
"835",835,835,"RP-19390102","Resi Pölking",1,"female : divorced/separated",1,1,"skilled employee ",27,"own","none","yes",0,18,90,"car or other","existing credits paid back duly till now","radio/television",2389,4,"none","stores",1,1
"836",836,836,"RP-19855130","Roy Phan",1,"male   : single",2,1,"unemployed",35,"own","none","yes",10,9,90,"real estate","existing credits paid back duly till now"," New Car",1549,4,"none","none",1,1
"837",837,837,"RP-985586","Roy Phan",2,"male   : married/widowed",1,6,"skilled employee ",34,"own","yes","yes",0,48,90,"real estate","existing credits paid back duly till now","radio/television",6999,1,"guarantor","none",2,1
"838",838,838,"RR-193157","Ralph Ritter",2,"female : divorced/separated",4,3,"unskilled ",24,"own","none","yes",0,12,90,"real estate","all credits at this bank paid back duly","radio/television",626,4,"none","Bank",1,1
"839",839,839,"RR-1952527","Rick Reed",1,"male   : single",4,10,"skilled employee ",52,"own","none","yes",10,24,490,"life insurance","critical account","radio/television",2223,4,"none","Bank",2,1
"840",840,840,"RR-1952536","Rick Reed",1,"male   : married/widowed",4,8,"unskilled ",39,"own","none","yes",10,6,50,"car or other","all credits paid back duly","radio/television",426,4,"none","none",1,1
"841",841,841,"RS-197658","Roland Schwarz",1,"male   : divorced/separated",4,1,"skilled employee ",44,"own","yes","yes",10,20,90,"real estate","critical account"," New Car",3485,2,"none","none",2,1
"842",842,842,"RW-195407","Rick Wilson",1,"male   : single",4,8,"unskilled ",52,"own","none","yes",0,10,70,"real estate","existing credits paid back duly till now","radio/television",2315,3,"none","none",1,1
"843",843,843,"RW-1954096","Rick Wilson",1,"male   : single",4,10,"skilled employee ",49,"for free","yes","yes",0,24,90,"","existing credits paid back duly till now","Used Car",2964,4,"none","Bank",1,2
"844",844,844,"RW-1969027","Robert Waldorf",2,"female : divorced/separated",2,3,"skilled employee ",30,"own","none","yes",10,18,250,"real estate","critical account","education",1864,4,"none","none",2,1
"845",845,845,"RW-1969058","Robert Waldorf",2,"female : divorced/separated",4,1,"skilled employee ",53,"own","none","yes",0,12,90,"life insurance","existing credits paid back duly till now","education",795,4,"none","none",1,1
"846",846,846,"RW-9540117","Rick Wilson",2,"male   : single",4,10,"skilled employee ",23,"rent","none","yes",0,24,80,"","all credits paid back duly","furniture/equipment",4110,3,"none","Bank",2,2
"847",847,847,"SA-20830139","Sue Ann Reed",2,"male   : divorced/separated",2,10,"unskilled ",61,"rent","none","yes",190,21,250,"car or other","existing credits paid back duly till now","business",2767,4,"none","Bank",2,1
"848",848,848,"SB-2017027","Sarah Bern",1,"male   : single",4,10,"skilled employee ",34,"own","none","yes",10,12,80,"life insurance","all credits paid back duly","furniture/equipment",2759,2,"none","none",2,1
"849",849,849,"SB-201707","Sarah Bern",1,"male   : married/widowed",2,4,"skilled employee ",40,"rent","yes","yes",10,15,90,"real estate","existing credits paid back duly till now","radio/television",1386,4,"none","none",1,1
"850",850,850,"SB-2018518","Sarah Brown",2,"female : divorced/separated",4,3,"skilled employee ",50,"for free","none","yes",50,36,400,"","existing credits paid back duly till now","radio/television",2671,4,"co-applicant","none",1,1
"851",851,851,"SB-2029064","Sean Braxton",1,"female : divorced/separated",3,1,"skilled employee ",27,"rent","none","no",0,10,0,"real estate","critical account","furniture/equipment",2132,2,"co-applicant","none",2,1
"852",852,852,"SB-202907","Sean Braxton",2,"male   : single",2,4,"unskilled ",25,"rent","none","yes",10,10,90,"real estate","existing credits paid back duly till now","furniture/equipment",2210,2,"none","Bank",1,1
"853",853,853,"SC-102302","Scot Coram",1,"female : divorced/separated",4,3,"unskilled ",52,"own","none","yes",10,6,250,"car or other","critical account"," New Car",362,4,"none","none",2,1
"854",854,854,"SC-10680134","Steve Carroll",1,"female : divorced/separated",2,7,"skilled employee ",35,"own","none","no",10,12,2500,"life insurance","critical account","furniture/equipment",1592,3,"none","none",1,1
"855",855,855,"SC-10695117","Steve Chapman",1,"male   : single",4,10,"skilled employee ",38,"own","none","yes",10,12,90,"car or other","existing credits paid back duly till now","radio/television",804,4,"none","none",1,1
"856",856,856,"SC-1072524","Steven Cartwright",2,"female : divorced/separated",4,4,"unskilled ",29,"rent","none","yes",10,12,900,"car or other","existing credits paid back duly till now","furniture/equipment",1123,4,"none","none",1,1
"857",857,857,"SC-200507","Sample Company A",1,"male   : single",4,10,"skilled employee ",36,"for free","none","yes",10,7,90,"","delay in paying off in the past","radio/television",846,3,"none","none",1,1
"858",858,858,"SC-2009545","Sanjit Chand",1,"female : divorced/separated",4,10,"skilled employee ",62,"for free","yes","yes",10,24,90,"","existing credits paid back duly till now"," New Car",3757,4,"co-applicant","none",1,1
"859",859,859,"SC-2023058","Scot Coram",2,"male   : single",4,7,"skilled employee ",24,"own","yes","yes",0,36,90,"car or other","critical account","Used Car",9629,4,"none","none",2,1
"860",860,860,"SC-20305120","Sean Christensen",2,"female : divorced/separated",1,0,"management",53,"own","yes","yes",10,30,0,"real estate","all credits at this bank paid back duly","Used Car",7485,4,"none","Bank",1,1
"861",861,861,"SC-203057","Sean Christensen",1,"male   : single",4,7,"skilled employee ",30,"rent","yes","yes",10,12,90,"life insurance","existing credits paid back duly till now"," New Car",2002,3,"none","none",1,2
"862",862,862,"SC-20380102","Shahid Collister",1,"male   : single",4,9,"skilled employee ",36,"own","none","yes",10,36,700,"life insurance","existing credits paid back duly till now"," New Car",909,4,"none","none",1,1
"863",863,863,"SC-2044082","Shaun Chance",2,"male   : single",2,7,"skilled employee ",25,"own","none","yes",10,39,90,"real estate","critical account","radio/television",4933,2,"guarantor","none",2,1
"864",864,864,"SC-2057582","Sonia Cooley",2,"male   : single",2,6,"management",27,"own","yes","yes",20,60,90,"","existing credits paid back duly till now"," New Car",14027,4,"none","none",1,1
"865",865,865,"SC-20695102","Steve Chapman",1,"male   : single",4,4,"skilled employee ",51,"own","none","yes",150,11,70,"life insurance","delay in paying off in the past","radio/television",4771,2,"none","none",1,1
"866",866,866,"SC-2069539","Steve Chapman",1,"male   : divorced/separated",2,1,"skilled employee ",37,"own","yes","yes",190,24,250,"car or other","critical account"," New Car",3878,4,"none","none",1,1
"867",867,867,"SC-2072518","Steven Cartwright",1,"male   : divorced/separated",4,10,"skilled employee ",51,"for free","none","yes",500,24,90,"","existing credits paid back duly till now","furniture/equipment",2892,3,"none","none",1,1
"868",868,868,"SC-2080058","Stuart Calhoun",1,"female : divorced/separated",4,1,"skilled employee ",31,"rent","none","yes",10,10,90,"real estate","existing credits paid back duly till now","Used Car",2901,1,"none","none",1,1
"869",869,869,"SC-2084527","Sung Chung",1,"male   : single",4,0,"management",36,"for free","yes","yes",0,6,80,"","critical account","furniture/equipment",1872,4,"none","none",3,1
"870",870,870,"SC-208458","Sung Chung",1,"female : divorced/separated",3,5,"unskilled ",39,"own","none","yes",190,6,90,"life insurance","critical account","retraining",932,1,"none","none",2,1
"871",871,871,"SC-2084582","Sung Chung",2,"male   : married/widowed",2,4,"skilled employee ",24,"own","none","yes",20,72,400,"car or other","existing credits paid back duly till now","radio/television",5595,2,"none","none",1,1
"872",872,872,"SE-2011048","Sanjit Engle",1,"male   : single",2,4,"skilled employee ",32,"own","none","yes",10,10,490,"real estate","existing credits paid back duly till now","Used Car",2848,1,"co-applicant","none",1,2
"873",873,873,"SE-2011064","Sanjit Engle",1,"male   : single",1,4,"skilled employee ",30,"own","none","yes",10,9,90,"real estate","critical account"," New Car",1224,3,"none","none",2,1
"874",874,874,"SF-10200134","Sarah Foster",1,"male   : single",1,5,"skilled employee ",35,"own","none","yes",10,12,250,"","existing credits paid back duly till now","radio/television",2141,3,"none","none",1,1
"875",875,875,"SF-2020039","Sarah Foster",1,"male   : divorced/separated",2,10,"management",26,"own","yes","yes",10,24,700,"car or other","existing credits paid back duly till now","radio/television",3235,3,"none","none",1,1
"876",876,876,"SG-1047047","Sheri Gordon",1,"male   : single",4,3,"skilled employee ",36,"own","none","yes",10,36,90,"real estate","existing credits paid back duly till now"," New Car",3079,4,"none","none",1,1
"877",877,877,"SG-10605107","Speros Goranitis",2,"male   : single",4,10,"management",53,"for free","yes","yes",0,12,80,"","existing credits paid back duly till now","furniture/equipment",7865,4,"none","none",1,1
"878",878,878,"SG-2047031","Sheri Gordon",1,"male   : single",3,4,"skilled employee ",26,"own","none","yes",10,21,90,"car or other","existing credits paid back duly till now","Used Car",5248,1,"none","none",1,1
"879",879,879,"SG-2047058","Sheri Gordon",1,"female : divorced/separated",4,1,"management",35,"own","none","yes",10,11,50,"car or other","critical account"," New Car",1393,4,"none","none",2,1
"880",880,880,"SG-2089051","Susan Gilcrest",1,"male   : single",1,6,"management",50,"for free","yes","yes",0,48,90,"","existing credits paid back duly till now","education",7476,4,"none","none",1,1
"881",881,881,"SH-199757","Sally Hughsby",1,"male   : single",4,10,"skilled employee ",42,"for free","none","yes",10,36,90,"","critical account","Used Car",10477,2,"none","none",2,1
"882",882,882,"SH-2063548","Stefanie Holloman",1,"male   : single",1,6,"skilled employee ",35,"for free","yes","yes",10,48,90,"","critical account","Used Car",8858,2,"none","none",2,1
"883",883,883,"SH-997557","Sally Hughsby",1,"male   : married/widowed",2,3,"skilled employee ",21,"rent","none","yes",10,6,80,"life insurance","existing credits paid back duly till now","furniture/equipment",1766,1,"none","none",1,1
"884",884,884,"SJ-2021527","Sarah Jordon",2,"female : divorced/separated",4,1,"skilled employee ",24,"rent","none","yes",0,24,90,"life insurance","existing credits paid back duly till now"," New Car",1207,4,"none","none",1,1
"885",885,885,"SJ-202158","Sarah Jordon",1,"female : divorced/separated",3,4,"skilled employee ",25,"rent","none","yes",0,15,90,"life insurance","critical account","furniture/equipment",1433,4,"none","none",2,1
"886",886,886,"SJ-2021582","Sarah Jordon",1,"male   : single",4,10,"skilled employee ",28,"own","none","yes",50,6,80,"car or other","existing credits paid back duly till now","radio/television",1068,4,"none","none",1,2
"887",887,887,"SJ-2050045","Shirley Jackson",2,"female : divorced/separated",4,1,"skilled employee ",32,"own","none","yes",10,6,80,"life insurance","existing credits paid back duly till now","furniture/equipment",4611,1,"none","none",1,1
"888",888,888,"SJ-2050051","Shirley Jackson",1,"male   : single",4,4,"skilled employee ",37,"for free","yes","yes",10,12,90,"","existing credits paid back duly till now","radio/television",2279,4,"none","none",1,1
"889",889,889,"SK-1999045","Sally Knutson",2,"male   : single",4,10,"unskilled ",41,"own","none","yes",10,12,80,"car or other","existing credits paid back duly till now","education",719,4,"none","Bank",1,2
"890",890,890,"SK-1999082","Sally Knutson",1,"male   : married/widowed",3,10,"skilled employee ",46,"own","none","yes",10,24,90,"real estate","critical account","radio/television",2611,4,"co-applicant","none",2,1
"891",891,891,"SL-2015566","Sara Luxemburg",2,"male   : single",4,10,"skilled employee ",55,"for free","none","yes",10,12,2500,"","delay in paying off in the past","repairs",1555,4,"none","none",2,2
"892",892,892,"SL-2015582","Sara Luxemburg",2,"male   : single",1,0,"unemployed",25,"own","none","yes",0,18,80,"car or other","existing credits paid back duly till now","furniture/equipment",2473,4,"none","none",1,1
